tags,post
javascript|arrays|animation|jsfiddle,animating image array in javascript  i ve come up with this little animation that uses images in an array  but it s sloppy. what i d really like is to modularize it so that i can use multiple instances of the same function to animate different arrays depending on which key is pressed. also  i d like to get it so that the animation stops when the key is released  if possible. i realize that calling all of those variables globally is a big no-no  but i have no idea how to make it work otherwise! last but not least  i d like to figure out how to get that last bit of inline script over to the external file and have it still work correctly. any help would be much appreciated! but please note  i m a novice with javascript  so please try to be as specific/detailed as possible so i can learn from your wisdom! thank you!    i ve created a jsfiddle <a href= http://jsfiddle.net/ghqwf/2/  rel= nofollow >here</a>.   <pre><code>&lt;div id= wrapper &gt; &lt;span id= jajo &gt;&lt;img id= my_img  src= http://www.mouserunner.net/free_graphics/web_2_0/flowers/flowers_preview_p.png  /&gt;&lt;/span&gt;     &lt;script&gt;         element = document.getelementbyid( jajo );     &lt;/script&gt; &lt;/div&gt;   var i = 0; var element; var wavearray = [ http://static.spoonful.com/sites/default/files/styles/square_128x128/public/crafts/fingerprint-flowers-spring-craft-photo-420x420-aformaro-01.jpg    http://static.spoonful.com/sites/default/files/styles/square_128x128/public/crafts/paper-flowers-spring-craft-photo-420x420-aformaro-11.jpg    http://static.spoonful.com/sites/default/files/styles/square_128x128/public/crafts/tissue-paper-flowers-kaboose-craft-photo-350-fs-img_8971_rdax_65.jpg ]; var jumparray = [ jump0.png    jump1.png    jump2.png    jump3.png    jump4.png    jump5.png ]; var foodarray = [ food0.png    food1.png    food2.png    food3.png    food4.png    food5.png ];  document.onkeydown = function (event) { var keypress = string.fromcharcode(event.keycode);  if (keypress ==  w ) { // if  w  is pressed  display wave animation     increment();      document.onkeyup = function (event) { // if  w  is released  display default image         document.getelementbyid( jajo ).innerhtml =  &lt;img alt= jajo  src= http://www.mouserunner.net/free_graphics/web_2_0/flowers/flowers_preview_p.png &gt; ;     } } else if (keypress ==  a ) { // if  a  is pressed  display jump animation } else if (keypress ==  s ) { // if  s  is pressed  display food animation } }  function increment() { i++; if (i &gt; (wavearray.length - 1)) {     i = 0; } settimeout(animation  1000 / 30); }   function animation() { var img =  &lt;img src=   + wavearray[i] +    alt= jajo  /&gt; ; element.innerhtml = img; settimeout(increment  2000 / 30); } </code></pre>
javascript,pass variable to input field  how do i pass a variable to an input field on an url. i want the javascript to enter my email adress into an input field on certain urls. is this even possible  i know 1password does something like this with usernames and passwords.
javascript|facebook|facebook-graph-api|facebook-fql,fql javascript access token  i ve pretty new to using fql in any form  sorry if this is a simple question  but i can t seem to get around it.    i have this code that s attempting to get a friend list:   <pre><code>var query = fb.data.query( select  +response.id+    +response.name+  from friendlist from user where uid=  + response.id); </code></pre>   but the response i keep getting back is   <blockquote>     an active access token must be used to query information about the current user.   </blockquote>   when i pull back the response object from the /me query i see all my information such as location  name  work  etc. but i don t see any access token    the code starts like this:   <pre><code>window.fbasyncinit = function() {             fb.init({appid:  12...0   status: true  cookie: true  xfbml: true});              /* all the events registered */             fb.event.subscribe( auth.login   function(response) {                 // do something with response                 login();             });             fb.event.subscribe( auth.logout   function(response) {                 // do something with response                 logout();             });              fb.getloginstatus(function(response) {                 if (response.session) {                     // logged in and connected user  someone you know                     login();                 }             }); </code></pre>   how do i acquire an access token and provide along with the fql query     thanks for any advice ahead of time!
c#|wpf|sorting,wpf data grid column sorting one way  i have a wpf datagrid with two columns that i would only like to be sorting ascending depending on which column is selected. if column  name  is selected  the sorting is ascending on  name   or  if column  description  is selected instead  the sorting is ascending on description.  neither of them should be able to be sorted descending (if the column is selected a second time  it should not switch the column from an ascending sort to a descending sort).   <pre><code>&lt;datagrid name= person  itemssource= {binding personlist}  selecteditem= {binding path=selectedperson  mode=twoway  updatesourcetrigger=propertychanged} &gt;     &lt;datagrid.columns&gt;         &lt;datagridtemplatecolumn sortdirection= {binding sortorder  mode=twoway}  header= name  sortmemberpath= name &gt;             &lt;datagridtemplatecolumn.celltemplate&gt;                 &lt;datatemplate&gt;                 &lt;!-- some template info for displaying name... --&gt;                 &lt;/datatemplate&gt;             &lt;/datagridtemplatecolumn.celltemplate&gt;         &lt;/datagridtemplatecolumn&gt;         &lt;datagridtemplatecolumn sortdirection= {binding sortorder  mode=twoway}  header= description  sortmemberpath= description &gt;             &lt;datagridtemplatecolumn.celltemplate&gt;                 &lt;datatemplate&gt;                 &lt;!-- some template info for displaying description... --&gt;                 &lt;/datatemplate&gt;             &lt;/datagridtemplatecolumn.celltemplate&gt;         &lt;/datagridtemplatecolumn&gt;     &lt;/datagrid.columns&gt; &lt;/datagrid name= person &gt; </code></pre>
c#|.net|multithreading,implement a method with abort ability  how can i implement a method with abort ability       imagine i have a grid  when data loads the grid starts calculating the totals and show them on another grid beneath itself. i want to start calculating totals right after loading data.    i tried using threads but a problem rose up:<br> when i click on load button two rapid times  for the first time the thread starts working and the second time i get an error saying the thread is busy.    i need to implement some method that can be aborted and started again.
javascript|php|iframe,php echo javascript to change iframe source  i have a text input search form for support tickets.  if the user inputs a ticket id (checked using a php if statement)  the background color of the search box is changed to yellow (using a php echo) to highlight the search text entered.  this part works.    i would like to also change the source value of an iframe as part of the php if condition like this:   <pre><code>    &lt;td align= left &gt;         &lt;input type= text  name= ticket  id= ticket  placeholder= ticket  value= &lt; php echo $this-&gt;state-&gt;ticket; &gt;  class= input-mini search-query  onchange= document.adminform.submit();          &lt; php if ($this-&gt;state-&gt;ticket !=   )             {             echo  style= background-color: yellow;  ;             echo  &lt;script language= javascript &gt; ;             echo  document.getelementbyid( ticketiframe ).contentwindow.document.location.href= http://myurl.com  ;             echo  &lt;/script&gt; ;                    } &gt;/&gt;     &lt;/td&gt; </code></pre>   the javascript function (document.getelementbyid...) displays on the page rather than executing.  i tried a simple javascript alert  but got the same result.    suggestions
javascript,"setting responsive breakpoint in javascript  i have 3 type of device  1024 x 768  800 x 600  480 x 320. here is my javascript breakpoint    <div class= snippet  data-lang= js  data-hide= false > <div class= snippet-code > <pre class= snippet-code-js lang-js prettyprint-override ><code>    responsive: [         {breakpoint: 1024  settings: {slidestoshow: 6}}          {breakpoint: 600  settings: {slidestoshow: 2}}          {breakpoint: 480  settings: {slidestoshow: 1}}     ]</code></pre> </div> </div>     what i wan is for     1024x768 and 768x1024 : slidetoshow :6    800x600 and 600x800 : slidetoshow : 3    480x320 slidetoshow:2    320x480 slidetoshow:1    if i set {breakpoint: 768  settings: {slidestoshow: 6}} when i turn into 800x600 it will display 6 slide  but i just need 3 slide in 800x600 only.    any possible solution  thanks."
php|.htaccess|url-rewriting,.htaccess not triggered  so i have the following .htaccess in my /var/www/site   <pre><code>rewriteengine on rewriterule ^([^/]+)/ $ parser.php id=$1 [qsa l] </code></pre>   i have allowed override in my vhost:   <pre><code>&lt;directory /&gt;                 options followsymlinks                 allowoverride all         &lt;/directory&gt;         &lt;directory /var/www/site&gt;                 options indexes followsymlinks multiviews                 allowoverride all                 order allow deny                 allow from all         &lt;/directory&gt;          scriptalias /cgi-bin/ /usr/lib/cgi-bin/         &lt;directory  /usr/lib/cgi-bin &gt;                 allowoverride none                 options +execcgi -multiviews +symlinksifownermatch                 order allow deny                 allow from all         &lt;/directory&gt; </code></pre>   <strong>update:</strong> now i got it to work  however when i visit site.com  it also redirects me to this parser.php  in which i don t want as this is my homepage. my homepage should be redirected to index.php and if i do mysite/naskdj  it should be redirected to parser.php pid=naskdj. how do i fix this
c#|javascript|node.js|aop|interceptor,coming from aop based authentication in asp.mvc to nodejs  when i am in the .net world and using mvc a common pattern used when wanting to do cross cutting concerns such as logging  authentication  transaction management etc i would use di paired with aop to basically put attributes on my methods which required proxying/weaving.    so it may look like:   <pre><code>public class somecontroller {    [authenticate]    public actionresult someauthenticatedaction() {}     public actionresult notauthenticatedaction() {} } </code></pre>   so given the above when someauthenticatedaction was called it would check the request for an authorization cookie do some logic around that and either bomb the user out with a 401 or something. it would know to do this because it has an attribute on it that at runtime it knows to hook into and proxy.    now i am in javascript land and am looking at getting the same sort of functionality but doing it the best way for that platform. so i am wondering how i should go about doing this in nodejs  as there is no sort of attribute paradigm in javascript so without either ingraining the authentication into each <code>app.* (get post etc)</code> call which i dont like  or at the application entry point proxy each action i know needs to be authenticated  which is not ideal either.    so is there a way for me to indicate that a method <em>should</em> have some cross cutting concern applied to it  without actually putting the logic in there  so that way the web code doesnt know about the authentication mechanism  and the app entry point doesnt know about the specific method  it just knows it wants all methods which have some meta-data with them     i hope this makes sense  as if you dont use aop much you probably will think im talking in riddles  but doing this this way makes my code a lot easier to test and maintain and also allows me to re-configure applications very quickly.    so far i have found <a href= https://github.com/cowboy/javascript-hooker  rel= nofollow >hooker</a>  which can do the proxying part of the puzzle although not quite sure how i would get the underlying request object in it  but i wouldnt see the proxying of an object in js being too much of a pain  but i just need to find a way to identify the methods to intercept... any info would be great.    == edit ==    after reading up a bit more it may look like what i <em>should</em> be doing is using middleware layers to do what i need  as this would at least allow simpler code and the intentions of routes would be clearer. will keep looking at come back once i find out more or a better answer appears.
android|textureview,android: reduce height of textureview for camera preview  i m studing this google project with an example of <strong>camera2</strong> using: <a href= https://github.com/googlesamples/android-camera2basic  rel= nofollow noreferrer >https://github.com/googlesamples/android-camera2basic</a>    this example works perfectly. now i want to have the area preview smaller than in this example; so i changed the ratio like this:   <pre><code>mtextureview.setaspectratio(getscreenwidth()  getscreenheight() - bottom_area_height); </code></pre>   but the result is bad... the preview doesn t have a good ratio now (is too stretched horizontally): <a href= https://i.stack.imgur.com/pafwh.png  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/pafwh.png  alt= enter image description here ></a>    have you got an idea guys     thank you very much!
php|mysql|laravel,laravel: hasmanythrough relationship  i wasted my whole day but cannot figure out hasmanythrough relationship.    i have this relationship:   <pre><code># get related users public function users() {     return $this-&gt;hasmanythrough(user::class  funeralhomeuser::class   user_id    id ); } </code></pre>   this generates me this query:   <pre><code>select `users`.*  `funeral_homes_users`.`user_id` from `users` inner join `funeral_homes_users` on `funeral_homes_users`.`id` = `users`.`id` where `funeral_homes_users`.`user_id` =  4  </code></pre>   everything is good except for <code>on funeral_homes_users.id = users.id</code> should be <code>on funeral_homes_users.user_id = users.id</code>. so the only thing i am trying to get is instead of <code>id</code>  it should have <code>user_id</code> for <code>funeral_homes_users.id</code> (eg it should be <code>funeral_homes_users.user_id</code>) but i am unable to figure it out.    here are tables for reference:   <pre><code>// funeral_homes schema::create( funeral_homes   function (blueprint $table) {     $table-&gt;increments( id );     $table-&gt;string( name   255);     $table-&gt;timestamps(); });  // funeral_homes_users schema::create( funeral_homes_users   function (blueprint $table) {     $table-&gt;increments( id );     $table-&gt;integer( funeral_home_id )-&gt;unsigned();     $table-&gt;integer( user_id )-&gt;unsigned();     $table-&gt;timestamps(); });  // users schema::create( users   function (blueprint $table) {     $table-&gt;increments( id );     $table-&gt;string( email )-&gt;unique();     $table-&gt;string( password   60);     $table-&gt;remembertoken();     $table-&gt;string( first_name );     $table-&gt;string( last_name );     $table-&gt;timestamps(); }); </code></pre>   any help would be greatly appreciated. thanks !!!
javascript|jquery|widget|google-closure|google-closure-library,using google closure templates with jquery  we are starting to create an application using javascript and html5 which will use rest api to access server resources taking the advantage of jquery awesomeness and easiness which our dev team is already comfortable with. this application is going to be made multilingual. we had decided later that we will write our dom using javascript which will allow us the flexibility to use our ui bits for integration with our other applications and will create our own widgets using jquery ui widgets. then by just adding a script tag referencing javascript file in a relevant page of our other application  we will have most of our integration for that particular feature done.    because it takes lot of amount of coding for creating dom using javascript  we started looking in search of tools which will help us easily convert html to javascript for creation of ui and hence google closure templates came in.    at this time what i thought of was  using google closure for writing the ui dom bit as it can quickly give me javascript for my dom and then for other javascript (i.e. for server side communication and for other ui logic like changing of ui once got response from the server and x should change to y on click of z kind of things) which needs to be handwritten  i should use jquery which is easy to write.    but after looking at <a href= https://stackoverflow.com/q/1690197/148271 >this question</a>  i see that both are compared against each other and it left me wondering on few things.   <ol> <li> if i go by what i ve thought of doing then  will i be able to call the functions generated by google closure in my jquery widgets to render the ui  </li> <li> if i leave jquery and just use google closure will it be enough for my requirements  </li> <li> as i started reading google closure documentation  i found that it has a whole new world of it s own and learning curve is involved. how much it is  if it is not much  then our team of 5 devs will be ready to learn it. </li> </ol>   on 2 and 3  it would be great if anyone who has already used it can provide some insight.     note:- just in case if it has any relevance  we are working on microsoft .net stack for server side.
c#|datatable|active-directory|dropdown,c# show the list in the asp dropdown based on active directory group  i have an application (with windows/integrated auth) which has a <code>datatable</code> and is tied to an asp.net dropdown which needs to show an item based on the group they belong to  in this case business name based on the the account used to login     datatable    <pre><code>id businessname adgroup ------------------------ 1  bone         grpone 2  btwo         grptwo 3  bthree       grpthree </code></pre>   example - i logged in as one of the member of grptwo and i would like to see just btwo as the only option in my dropdown     please help
java|interface,multiple interfaces in single file  i was just wondering if you can limit the number of interface files on a project. couple of projects i work with have dozen of interfaces with nothing special in them  and i was thinking can you write all interfaces in single file   and in specific class point to interface needed    i.e:    <pre><code>//interface file interface interfaceone {  } interface interfacetwo{  } //foo file public class foo implements interfacetwo{    public void foo {          //....    } } //foo1 file public class foo1 implements interfaceone{    public void foo {         //....     } } </code></pre>   or something similar
python|csv|plot|graph|line,multi line line graph matplotlib  i am trying to graph 3 datasets of the same type onto one linegraph with three different lines. all datasets share the same x type   time  and y type   measurement . however  the lengths of each dataset are different for both the x and y types within each dataset. how would i go about creating a three-line line graph using matplotlib      each data set is extracted from a csv file  and ends up in the form of a list. this goes for both the x and y components of each dataset. here is how i gather my data:    <pre><code># data set 1 with open( file1.csv    r ) as f:      data_1 = list(reader(f))  measurement_1 = [i[3] for i in data_1[1::]] time_1 = [parser.parse(i[0]) for i in data_1[1::]]  measurement_1  time_1 = zip(*[(i  j) for i  j in zip(measurement_1  time_1) if i !=  ])  measurement_1 = list(measurement_1) time_1 = list(time_1)  # data set 2 with open( file2.csv    r ) as f:      data_2 = list(reader(f))  measurement_2 = [i[3] for i in data_2[1::]] time_2 = [parser.parse(i[0]) for i in data_2[1::]]  measurement_2  time_2 = zip(*[(i  j) for i  j in zip(measurement_2  time_2) if i !=  ])  measurement_2 = list(measurement_2) time_2 = list(time_2)  # data set 3 with open( file3.csv    r ) as f:      data_3 = list(reader(f))  measurement_3 = [i[3] for i in data_3[1::]] time_3 = [parser.parse(i[0]) for i in data_3[1::]]  measurement_3  time_3 = zip(*[(i  j) for i  j in zip(measurement_3  time_3) if i !=  ])  measurement_3 = list(measurement_3) time_3 = list(time_3) </code></pre>
javascript|gulp|browserify|babeljs,how to use both  gulp-babel  and  gulp-browserify   i try to write these code   <pre><code> gulp.task( script   function() {    use strict    return gulp.src([ app.js    components/**/*.jsx ])     .pipe(babel())     .pipe(browserify())     .pipe(gulp.dest( dist )); }); </code></pre>   but it shows some error:   <pre><code>syntaxerror:  /users/zizy/programming/learn-react-js/components/commentbox.jsx:58     &lt;div classname= commentbox &gt;     ^ parseerror: unexpected token     at wrapwithpluginerror (/users/zizy/programming/learn-react-js/node_modules/gulp-browserify/index.js:44:10) </code></pre>   it seems that before <code>.pipe(browserify())</code> the gulp did t transform the jsx code. but if i just remove <code>.pipe(browserify())</code> i find that did transform  just cannot let babel and browserify work together.    i know maybe i can use like <code>babelify</code> or <code>browserify plugin for babel</code> though  i just want figure out the reason.
javascript|angularjs,path to resources (.css  .js) are invalid when refreshing a page after $routeprovider redirect in angular js  i have a drill down from one page to another working.    $routeprovider as below:    angular.module( opalapp   [ opalapp.project   opalapp.services ])   <pre><code>/*   ui.bootstrap  */      .config(function($routeprovider  $locationprovider) {         $locationprovider.html5mode(true);         $routeprovider.when( /home   {templateurl:  parts/opalhome.html });         $routeprovider.when( /projects   {templateurl:  parts/projects.html });         $routeprovider.when( /projects/:projectsk   {templateurl:  parts/project.html   controller: projectctrl });      }) </code></pre>   it is the last $routeprovider to /projects/:projectsk i have the issue with:    i am presenting a list of projects  and providing a link to a detail page.  list of projects as below:   <pre><code>&lt;div ng-repeat= project in projects | filter:search | orderby:orderprop track by $index  &gt;         &lt;p&gt;project:&lt;a href= projects/{{project.projectsk}} &gt;{{project.projectnm}}&lt;/a&gt;&lt;/p&gt;         &lt;ul&gt;             &lt;li&gt;disease area: {{project.diseasearea}}&lt;/li&gt;             &lt;li&gt;tier: {{project.approvedpriority}}&lt;/li&gt;             &lt;li&gt;status: {{project.planningstatus}}&lt;/li&gt;                  &lt;/ul&gt;     &lt;/div&gt; </code></pre>   the href to projects/{{project.projectsk}}  is working and is taking me to parts/project.html and returning the data for the project.     projectctrl controller is below:   <pre><code>opalapp.controller( projectctrl  [ $scope    $routeparams    $http        function($scope  $routeparams  $http) {        $http.get( resources/project/projects/  + $routeparams.projectsk).success(function(data) {          $scope.project = data;        });      }]); </code></pre>   my issue is  when i then do a manual browser refresh on the detail page   <pre><code>http://localhost:8080/misf-web/projects/75557 </code></pre>   i get a load of errors in chrome as the path to the css and js files has been  amended  to have a /projects/ component in it.  and these cannot be found (not surprisingly as /misf-web/projects doesn t exist its a url rewrite)   <pre><code>    /misf-web/projects/lib/angular/angular.min.js     /misf-web/projects/lib/angular/angular-resource.min.js     /misf-web/projects/lib/bootstrap/bootstrap.min.js     /misf-web/projects/js/opalapp.js      /misf-web/projects/js/opalproject.js      /misf-web/projects/js/opalservices.js </code></pre>   in the main parent view these are all defined as below:   <pre><code>&lt;link rel= stylesheet  href= css/bootstrap.min.css  media= screen  /&gt; &lt;link rel= stylesheet  href= css/bootstrap-theme.min.css  media= screen  /&gt;  &lt;link rel= stylesheet  href= css/app.css  /&gt;  &lt;script src= lib/jquery/jquery-2.0.3.min.js &gt;&lt;/script&gt; &lt;script src= lib/angular/angular.min.js &gt;&lt;/script&gt; etc. </code></pre>   note the lack of the added  projects  section in the urls....    any advice appreciated.    regards    i
java|mysql|servlets|amazon-web-services|tomcat7,tomcat7 jdbc pools  i have the following in meta-inf   <pre><code>&lt;context&gt;    &lt;resource type= javax.sql.datasource          name= jdbc/testdb          factory= org.apache.tomcat.jdbc.pool.datasourcefactory          driverclassname= com.mysql.jdbc.driver          url= jdbc:mysql://localhost:3306/          username= mysql_user          password= mypassword123 /&gt; &lt;/context&gt; </code></pre>   in my web.xml i have    <pre><code>&lt;resource-ref&gt;   &lt;description&gt;db connection&lt;/description&gt;   &lt;res-ref-name&gt;jdbc/testdb&lt;/res-ref-name&gt;   &lt;res-type&gt;javax.sql.datasource&lt;/res-type&gt;   &lt;res-auth&gt;container&lt;/res-auth&gt; &lt;/resource-ref&gt; </code></pre>   in my java code i have    <pre><code>context initcontext = new initialcontext(); context envcontext  = (context)initcontext.lookup( java:/comp/env ); datasource datasource = (datasource)envcontext.lookup( jdbc/testdb ); con = datasource.getconnection(); </code></pre>   when tomcat is starting up i get the following error and i have mysql-connector-java-5.1.20-bin.jar in my libs folder. any idea why    <pre><code>info: starting servlet engine: apache tomcat/7.0.27 05-jun-2012 23:16:29 org.apache.naming.namingcontext lookup warning: unexpected exception resolving reference java.sql.sqlexception: com.mysql.jdbc.driver at org.apache.tomcat.jdbc.pool.pooledconnection.connectusingdriver(pooledconnection.java:242) at org.apache.tomcat.jdbc.pool.pooledconnection.connect(pooledconnection.java:175) at org.apache.tomcat.jdbc.pool.connectionpool.createconnection(connectionpool.java:684) at org.apache.tomcat.jdbc.pool.connectionpool.borrowconnection(connectionpool.java:616) at org.apache.tomcat.jdbc.pool.connectionpool.init(connectionpool.java:479) at org.apache.tomcat.jdbc.pool.connectionpool.&lt;init&gt;(connectionpool.java:135) at org.apache.tomcat.jdbc.pool.datasourceproxy.pcreatepool(datasourceproxy.java:114) at org.apache.tomcat.jdbc.pool.datasourceproxy.createpool(datasourceproxy.java:101) at org.apache.tomcat.jdbc.pool.datasourcefactory.createdatasource(datasourcefactory.java:501) at org.apache.tomcat.jdbc.pool.datasourcefactory.getobjectinstance(datasourcefactory.java:224) at org.apache.naming.factory.resourcefactory.getobjectinstance(resourcefactory.java:143) at javax.naming.spi.namingmanager.getobjectinstance(namingmanager.java:304) at org.apache.naming.namingcontext.lookup(namingcontext.java:843) at org.apache.naming.namingcontext.lookup(namingcontext.java:154) at org.apache.naming.namingcontext.lookup(namingcontext.java:831) at org.apache.naming.namingcontext.lookup(namingcontext.java:168) at org.apache.catalina.core.namingcontextlistener.addresource(namingcontextlistener.java:1061) at org.apache.catalina.core.namingcontextlistener.createnamingcontext(namingcontextlistener.java:671) at org.apache.catalina.core.namingcontextlistener.lifecycleevent(namingcontextlistener.java:270) at org.apache.catalina.util.lifecyclesupport.firelifecycleevent(lifecyclesupport.java:119) at org.apache.catalina.util.lifecyclebase.firelifecycleevent(lifecyclebase.java:90) at org.apache.catalina.core.standardcontext.startinternal(standardcontext.java:5161) at org.apache.catalina.util.lifecyclebase.start(lifecyclebase.java:150) at org.apache.catalina.core.containerbase$startchild.call(containerbase.java:1566) at org.apache.catalina.core.containerbase$startchild.call(containerbase.java:1556) at java.util.concurrent.futuretask$sync.innerrun(futuretask.java:303) at java.util.concurrent.futuretask.run(futuretask.java:138) at java.util.concurrent.threadpoolexecutor$worker.runtask(threadpoolexecutor.java:886) at java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:908) at java.lang.thread.run(thread.java:662) caused by: java.lang.classnotfoundexception: com.mysql.jdbc.driver at java.net.urlclassloader$1.run(urlclassloader.java:202) at java.security.accesscontroller.doprivileged(native method) at java.net.urlclassloader.findclass(urlclassloader.java:190) at java.lang.classloader.loadclass(classloader.java:306) at java.lang.classloader.loadclass(classloader.java:247) at java.lang.class.forname0(native method) at java.lang.class.forname(class.java:247) at org.apache.tomcat.jdbc.pool.pooledconnection.connectusingdriver(pooledconnection.java:235) ... 29 more </code></pre>
php|javascript|time|timezone,client time settings broke readable date in javascript  what i m trying to do is show date in more readable format like 3 seconds ago  1 hours ago  yesterday  june 12 and etc. what i did is   first calculate the timestamp for comment s date.. then send it to client with ajax  then create two date instance on javascript one for is comment s date and other one is current date.. after that i just find differences between to date item then write on the screen with fancy words..  everything works fine on localhost  even server.. but sometimes if client s pc date is earlier from the server date (independent from time zone).. let say server time is today 13.30 pm and client time is today 13.00   it s failing with this scenario because current time is being comment s post time.. difference will be negative value.. i m creating date object for comment in php like this;   <pre><code>date( y-m-d g:i:s ) </code></pre>   then write it to mysql db.. after that when i select comments i convert it to timestamp to push it on client side with ;   <pre><code>$comment[ timestamp ] = strtotime($row[ creationdate ]); </code></pre>   and then in javascript  i make calculation for human readable date format ;   <pre><code>dateobject.getformatted = function(unixtime){  d = new date(unixtime*1000); now = new date();  var diff = (now.gettime()/1000- unixtime) ; var result =   ;  var min = 60      hour = 3600      day = 86400;  if(diff &lt; 2)     result = just now ; else if(diff &lt; min)     result = math.floor(diff) +   seconds ago ; else if(diff &lt; hour)     result = math.floor(diff/60) +   minutes ago ;  else if(diff &lt; day)     result = math.floor(diff/3600) +   hours ago ; else if(diff &lt; day*3) {        var days = diff/day;     if(days &lt; 2)         result =  yesterday ;     else         result = math.floor(days) +   days ago ;  } else if(now.getfullyear() == d.getfullyear()) {     formattedtime = this.gettime(d);     result = this.getsameyear(d) +   at   + formattedtime; } else {     formatteddate = this.getdate(d);      formattedtime = this.gettime(d);     result = formatteddate +   at   + formattedtime; }         return result;     }; </code></pre>   so if clients date is earlier then the comment s date diff value is being negative  so the first case would be true     <pre><code>if(diff &lt; 2) result = just now ; </code></pre>   it s going behing as time difference between client and comment s date .. in my case 10 minutes.. if i set my computer time 10 minutes later it s working nice.. so how can i fix it in a better way     thank you.
android|android-activity|subactivity,main activity grayed-out/disabled on back button  i have a problem on going back (clicking the back button) from sub-activity to main activity: from my main activity i launch a new one (with passing some extras):   <pre><code>intent i = new intent(getapplicationcontext()  searchresults.class); i.putextra(searchresults.results_extra_key  searchresult); i.setflags(intent.flag_activity_new_task); startactivity(i); </code></pre>   in the started activity i am getting data from extras and showing  etc. so everything works very well until i click back button to return back to main activity. then main activity appears but directly after - grays-out. i can t do anything there anymore... this  grayed-out  style looks something like there should be a dialog displayed  but there is no dialog shown  just the whole activity is pushed down/disabled instead...    one another interesting thing i noticed - that activity is still alive in background  because if i click  search  button the quick search box appears on top of my activity and if i click back button then (to cancel it) - it disappears and my activity then becomes fully functional again (gray-out effect simply disappears...)    tried watching <code>logcat</code>  but it shows nothing useful  no exceptions thrown  just this text always comes up:   <pre><code>w/keycharactermap(  564): no keyboard for id 0 w/keycharactermap(  564): using default keymap: /system/usr/keychars/qwerty.kcm.bin </code></pre>   what could cause this problem
javascript|angularjs,"international telephone input with angularjs  i want to make a input phone with angularjs as you can see on <a href= https://goo.gl/7ylvf9  rel= nofollow >this picture</a>.    i tried :    <ul> <li>i tried using ng-option  but i can t insert image to dropdown list.</li> <li>i tried <a href= http://goo.gl/noizdv  rel= nofollow >this solution</a> but this didn t work neither. </li> </ul>   how can i insert image to ng-option  i m new to angularjs. <div class= snippet  data-lang= js  data-hide= false > <div class= snippet-code > <pre class= snippet-code-html lang-html prettyprint-override ><code>   &lt;div ng-app= myapp  ng-controller= examplecontroller &gt;     &lt;form name= myform &gt;       &lt;label for= myselect &gt;make a choice:&lt;/label&gt;       &lt;select name= myselect  id= myselect             ng-options= option.name for option in data.availableoptions track by option.id             ng-model= data.selectedoption &gt;a&lt;/select&gt;        &lt;input type= text  name= number  value= {{data.selectedoption.macode}} &gt;     &lt;/form&gt;</code></pre> </div> </div>     this is js file   <pre><code>var myapp=angular.module( myapp   [])   myapp.controller( examplecontroller   [ $scope   function($scope) {     $scope.data = {     availableoptions: [       {id:  1   name:  viet nam   macode: +84 }        {id:  2   name:  american  macode: +85 }        {id:  3   name:  canada  macode: +86 }     ]      selectedoption: {id:  3   name:  option c  macode: +86 } //this sets the default value of the select in the ui     };     code: +84 ; }]); </code></pre>"
android|notifications|android-3.0-honeycomb,does anyone know how to impose counters on status bar notifications in honeycomb  i am trying to use number field of notification class to get  number of events  associated with each notification. for ex. if i have two unread emails  email icon in the status bar should show  2  imposed on the email icon. i think this was working fine with froyo but somehow i am not able to make it work for honeycomb. this is how my code looks like    <pre><code>pendingintent contentintent; remoteviews contentview = new remoteviews(getpackagename()  r.layout.custom_notification_layout); notification.builder builder = new notification.builder(this);  builder.getnotification().number = 2;  builder.setsmallicon(r.drawable.phone_missedcall); builder.setticker( abcd &amp; status : missed call ); notificationintent = new intent (this  notificationsbactivity.class); contentintent = pendingintent.getactivity(this  0  notificationintent  0); builder.setcontentintent(contentintent);  contentview = new remoteviews(getpackagename()  r.layout.custom_notification_layout); contentview.setimageviewresource(r.id.contact_image  r.drawable.ic_contact_picture); contentview.settextviewtext(r.id.line_name   line 2: cisco ); builder.setcontent(contentview); </code></pre>   but it doesn t show  2  imposed over the icon. is there any other way to get the counter in honeycomb     also  tried    <pre><code>int icon = r.drawable.phone_app;        // icon from resources charsequence tickertext =  hello ;              // ticker-text long when = system.currenttimemillis();         // notification time context context = getapplicationcontext();      // application context charsequence contenttitle =  my notification ;  // message title charsequence contenttext =  hello world! ;      // message text  notificationintent = new intent(this  notificationsbactivity.class); contentintent = pendingintent.getactivity(this  0  notificationintent  0);  // the next two lines initialize the notification  using the configurations above notification notification = new notification(icon  tickertext  when); notification.setlatesteventinfo(context  contenttitle  contenttext  contentintent); notification.number = 2; mnotificationmanager.notify(0  notification); </code></pre>   please let me know if anyone has tried notification counters on honeycomb
php|javascript|email|quote,online quote page  i have three input boxes; first name / last name / e-mail address    a user can select from three groups of radio buttons;   <pre><code>service 1: option 1 / option 2 / option 3 service 2: option 1 / option 2 / option 3 service 3: option 1 / option 2 / option 3 </code></pre>   as part of the three services each option has a numeric value. one option from the three services should be selected. each option in each section is then added to give a total.    finally details of first name/last name/e-mail address are sent to a particular e-mail address. the names of the options selected as well as the total value is sent also to that particular e-mail address.
